maker,model_name,displacement_cc,front_sprocket,rear_sprocket,chain_links,chain_pitch,rear_tire_size
ホンダ,NC750X Type LD,745,17,43,114,520,160/60ZR17
ホンダ,NC750X Dual Clutch Transmission ABS,745,17,39,112,520,160/60ZR17
ホンダ,NC750X ABS,745,17,43,114,520,160/60ZR17
ホンダ,REBEL 500,471,15,40,112,520,150/80-16
ホンダ,X-ADV,745,17,38,118,520,160/60R15
ホンダ,XL750 TRANSALP E-Clutch,754,16,45,126,520,150/70R18
ホンダ,XL750 TRANSALP,754,16,45,126,520,150/70R18
ホンダ,AFRICA TWIN,742,16,43,124,525,140/80R17
ホンダ,BROS PRODUCT ONE Semi-Upハンドル,647,16,43,112,525,150/60R18
ホンダ,BROS PRODUCT ONE Low-Positionハンドル,647,16,43,112,525,150/60R18
ホンダ,BROS PRODUCT ONE,647,16,43,112,525,150/70-17
ホンダ,CB500 HORNET E-Clutch,471,15,41,112,520,160/60ZR17
ホンダ,CB500 HORNET,471,15,41,112,520,160/60ZR17
ホンダ,CB500F,471,15,41,112,520,160/60ZR17
ホンダ,CB500X,471,15,41,112,520,160/60R17
ホンダ,CB550 FOUR-K,544,17,37,102,530,3.75-18
ホンダ,CB650,626,16,40,102,530,3.75-18
ホンダ,CB650 CUSTOM,626,16,39,102,530,130/90-16
ホンダ,CB650F,648,15,42,118,525,180/55ZR17
ホンダ,CB750 Special,747,15,39,112,525,150/70ZR17
ホンダ,CB750,747,15,39,112,525,150/70ZR17
ホンダ,CB750 Special Edition,747,15,39,112,525,150/70ZR17
ホンダ,CB750F,748,18,43,106,530,130/80-18
ホンダ,CB750F INTEGRA,748,18,43,108,530,130/80-18
ホンダ,CBF600S ABS,,16,42,124,525,160/60ZR17
ホンダ,CBF600S,,16,42,124,525,160/60ZR17
ホンダ,CBR500R E-Clutch,471,15,41,112,520,160/60ZR17
ホンダ,CBR500R,471,15,41,112,520,160/60ZR17
ホンダ,CBR600F,599,16,43,108,525,180/55ZR17
ホンダ,CBR600F4i,599,16,43,108,525,180/55ZR17
ホンダ,CBR650F,648,15,42,118,525,180/55ZR17
ホンダ,CBR650F 特別カラー,648,15,42,118,525,180/55ZR17
ホンダ,CBR750 SUPER AERO,748,16,45,116,530,140/70-18
ホンダ,CRF450L,449,13,51,116,520,120/80-18
ホンダ,CTX700 Dual Clutch Transmission,669,16,39,112,520,160/60R17
ホンダ,CTX700,669,16,43,114,520,160/60R17
ホンダ,CTX700N Dual Clutch Transmission,669,16,39,112,520,160/60R17
ホンダ,CTX700N,669,16,43,114,520,160/60R17
ホンダ,DREAM CB750 FOUR,736,18,48,102,530,3.25-17
ホンダ,EARA,736,16,45,116,530,4.50-17
ホンダ,FORZA750,745,17,38,118,520,160/60R15
ホンダ,FT500,497,15,40,100,530,4.25-18
ホンダ,GB500 TOURIST TROPHY,498,15,37,108,525,110/90-18
ホンダ,HORNET 600,599,15,40,110,525,180/55ZR17
ホンダ,HORNET S,599,15,40,110,525,180/55ZR17
ホンダ,INTEGRA S E Package,745,16,39,112,520,160/60ZR17
ホンダ,INTEGRA E Package,745,16,39,112,520,160/60ZR17
ホンダ,INTEGRA S,745,16,39,112,520,160/60ZR17
ホンダ,INTEGRA,745,16,39,112,520,160/60ZR17
ホンダ,INTEGRA Special Edition,669,17,39,112,525,160/60ZR17
ホンダ,NC700S Dual Clutch Transmission ABS,669,16,39,112,525,160/60ZR17
ホンダ,NC700S ABS,669,16,43,114,525,160/60ZR17
ホンダ,NC700S,669,16,43,114,525,160/60ZR17
ホンダ,NC700X Type LD Dual Clutch Transmission ABS,669,16,39,112,525,160/60ZR17
ホンダ,NC700X Type LD ABS,669,16,43,114,525,160/60ZR17
ホンダ,NC700X Type LD,669,16,43,114,525,160/60ZR17
ホンダ,NC700X Dual Clutch Transmission ABS,669,16,39,112,525,160/60ZR17
ホンダ,NC700X ABS,669,16,43,114,525,160/60ZR17
ホンダ,NC700X,669,16,43,114,525,160/60ZR17
ホンダ,NC750S Dual Clutch Transmission,745,17,39,112,520,160/60ZR17
ホンダ,NC750S,745,17,43,114,520,160/60ZR17
ホンダ,NC750S Dual Clutch Transmission ABS,745,17,39,112,520,160/60ZR17
ホンダ,NC750S ABS,745,17,43,114,520,160/60ZR17
ホンダ,NC750S Dual Clutch Transmission ABS E Package,745,17,39,112,520,160/60ZR17
ホンダ,NM4-01,745,17,39,112,520,200/50ZR17
ホンダ,NM4 Vultus,745,17,39,112,520,200/50ZR17
ホンダ,NM4-02,745,17,39,112,520,200/50ZR17
ホンダ,NR,747,16,40,108,525,180/55ZR17
ホンダ,NX500 E-Clutch,471,15,41,112,520,160/60R17
ホンダ,NX500,471,15,41,112,520,160/60R17
ホンダ,RVF/RC45,749,17,40,108,525,190/50ZR17
ホンダ,Shadow 750,745,17,41,122,525,170/80-15
ホンダ,Shadow Slasher 750,745,17,41,124,525,160/80-15
ホンダ,STEED 600,583,16,45,120,525,170/80-15
ホンダ,TRANSALP 600V,583,15,47,118,525,130/80-17
ホンダ,VFR750F,748,16,43,112,525,170/60R17
ホンダ,VFR750R,748,16,40,106,525,170/60R18
ホンダ,VT750S,745,17,38,112,525,150/80B16
ホンダ,XL600R Pharaoh,591,15,40,106,520,5.10-17
ホンダ,CB1000 HORNET SP,999,15,45,120,525,180/55ZR17
ホンダ,CB1000 HORNET,999,15,45,120,525,180/55ZR17
ホンダ,CBR1000RR-R SP,999,16,40,118,525,200/55ZR17
ホンダ,CBR1000RR-R,999,16,40,118,525,200/55ZR17
ホンダ,CB1000 SUPER FOUR,998,17,43,116,525,170/60R18
ホンダ,CB1000 SUPER FOUR T2,998,17,43,116,525,170/60R18
ホンダ,CB1000GT,,15,45,122,525,180/55ZR17
ホンダ,CB1000R Black Edotion,998,15,44,116,525,190/55ZR17
ホンダ,CB1000R,998,15,44,116,525,190/55ZR17
ホンダ,CB1000R ABS,998,16,44,116,530,180/55ZR17
ホンダ,CB900 HORNET,918,16,40,112,525,180/55ZR17
ホンダ,CBF1000 ABS,998,16,43,120,530,160/60ZR17
ホンダ,CBF1000,998,16,43,120,530,160/60ZR17
ホンダ,CBR1000F,998,17,41,114,530,170/60R17
ホンダ,CBR1000RR SP,999,16,43,116,525,190/50ZR17
ホンダ,CBR1000RR,999,16,43,116,525,190/50ZR17
ホンダ,CBR1000RR SP2,999,16,43,116,525,190/50ZR17
ホンダ,CBR1000RR ABS,999,16,42,116,530,190/50ZR17
ホンダ,CBR1000RR SP Champion Special,999,16,42,116,530,190/50ZR17
ホンダ,CBR1000RR C-ABS,999,16,42,116,530,190/50ZR17
ホンダ,CBR1000RR Special Edition,999,16,41,116,530,190/50ZR17
ホンダ,CBR1000RR ABS Special Edition,999,16,41,116,530,190/50ZR17
ホンダ,CBR1000RR Special,998,16,40,114,530,190/50ZR17
ホンダ,CBR929RR FireBlade,929,16,43,108,530,190/50ZR17
ホンダ,CBR954RR,954,16,41,108,530,190/50ZR17
ホンダ,CRF1000L Africa Twin DCT,998,16,42,124,525,150/70R18
ホンダ,CRF1000L Africa Twin,998,16,42,124,525,150/70R18
ホンダ,CRF1000L Africa Twin ABS,998,16,42,124,525,150/70R18
ホンダ,RVT1000R,999,16,40,106,530,190/50ZR17
ホンダ,VFR Special,781,16,43,110,530,180/55ZR17
ホンダ,VFR,781,16,43,110,530,180/55ZR17
ホンダ,VFR800F,781,16,43,110,525,180/55ZR17
ホンダ,VFR800X,781,16,43,110,525,180/55ZR17
ホンダ,Crossrunner,781,16,43,110,525,180/55R17
ホンダ,VFR800X MUGEN,781,16,43,110,530,180/55R17
ホンダ,Fire Storm,995,16,41,102,525,180/55ZR17
ホンダ,VTR1000SP-1,999,16,40,104,530,190/50ZR17
ホンダ,VTR1000SP-2,999,16,40,106,530,190/50ZR17
ホンダ,XL1000V Varadero ABS,996,16,47,112,525,150/70R17
ホンダ,XL1000V Varadero,996,16,47,112,525,150/70R17
ホンダ,CB1300 SUPER BOL D'OR SP Final Edition,1284,18,40,116,530,180/55ZR17
ホンダ,CB1300 SUPER BOL D'OR Final Edition,1284,18,40,116,530,180/55ZR17
ホンダ,CB1300 SUPER BOL D'OR SP,1284,18,40,116,530,180/55ZR17
ホンダ,CB1300 SUPER BOL D'OR,1284,18,40,116,530,180/55ZR17
ホンダ,CB1300 SUPER BOL D’OR SP 30th Anniversary,1284,18,40,116,530,180/55ZR17
ホンダ,CB1300 SUPER BOL D'OR E Package Special Edition,1284,18,40,116,530,180/55ZR17
ホンダ,CB1300 SUPER BOL D'OR E Package,1284,18,40,116,530,180/55ZR17
ホンダ,CB1300 SUPER BOL D'OR ABS Special Edition,1284,18,39,114,530,180/55ZR17
ホンダ,CB1300 SUPER BOL D'OR ABS,1284,18,39,114,530,180/55ZR17
ホンダ,CB1300 SUPER BOL D'OR ABS Special,1284,18,39,114,530,180/55ZR17
ホンダ,CB1300 SUPER FOUR SP Final Edition,1284,18,40,116,530,180/55ZR17
ホンダ,CB1300 SUPER FOUR Final Edition,1284,18,40,116,530,180/55ZR17
ホンダ,CB1300 SUPER FOUR SP,1284,18,40,116,530,180/55ZR17
ホンダ,CB1300 SUPER FOUR,1284,18,40,116,530,180/55ZR17
ホンダ,CB1300 SUPER FOUR SP 30th Anniversary,1284,18,40,116,530,180/55ZR17
ホンダ,CB1300 SUPER FOUR E Package Special Edition,1284,18,40,116,530,180/55ZR17
ホンダ,CB1300 SUPER FOUR E Package,1284,18,40,116,530,180/55ZR17
ホンダ,CB1300 SUPER FOUR ABS Special Edition,1284,18,39,114,530,180/55ZR17
ホンダ,CB1300 SUPER FOUR ABS,1284,18,39,114,530,180/55ZR17
ホンダ,CRF1100L Africa Twin Adventure Sports ES DCT,1082,16,42,124,525,150/70R18
ホンダ,CRF1100L Africa Twin Adventure Sports ES,1082,16,42,124,525,150/70R18
ホンダ,NT1100,1082,16,40,122,525,180/55ZR17
ホンダ,REBEL 1100  DCT,1084,16,42,114,525,180/65B16
ホンダ,REBEL 1100,1084,16,42,114,525,180/65B16
ホンダ,REBEL 1100 S Edition DCT,1084,16,42,114,525,180/65B16
ホンダ,CMX1100 Rebel SE,1084,16,42,114,525,180/65B16
ホンダ,REBEL 1100T  DCT,1084,16,42,114,525,180/65B16
ホンダ,REBEL 1100T,1084,16,42,114,525,180/65B16
ホンダ,CB1100,1140,18,40,110,530,140/70R18
ホンダ,CB1100 E Package,1140,18,40,110,530,140/70R18
ホンダ,CB1100 ABS Special Edition,1140,18,40,110,530,140/70R18
ホンダ,CB1100 BLACK STYLE ABS,1140,18,40,110,530,140/70R18
ホンダ,CB1100 BLACK STYLE,1140,18,40,110,530,140/70R18
ホンダ,CB1100 ABS,1140,18,40,110,530,140/70R18
ホンダ,CB1100 Type 1 ABS Special Edition,1140,18,39,110,530,140/70R18
ホンダ,CB1100 Type 2 ABS,1140,18,39,110,530,140/70R18
ホンダ,CB1100 Type 2,1140,18,39,110,530,140/70R18
ホンダ,CB1100 Type 1 ABS,1140,18,39,110,530,140/70R18
ホンダ,CB1100 Type 1,1140,18,39,110,530,140/70R18
ホンダ,CB1100EX Final Edition,1140,18,40,110,530,140/70R18
ホンダ,CB1100EX,1140,18,40,110,530,140/70R18
ホンダ,CB1100EX Type 2,1140,18,40,110,530,140/70R18
ホンダ,CB1100EX Type 1,1140,18,40,110,530,140/70R18
ホンダ,CB1100EX ABS Special Edition,1140,18,40,110,530,140/70R18
ホンダ,CB1100EX ABS 特別仕様,1140,18,40,110,530,140/70R18
ホンダ,CB1100EX ABS E Package,1140,18,40,110,530,140/70R18
ホンダ,CB1100EX ABS,1140,18,40,110,530,140/70R18
ホンダ,CB1100RS Final Edition,1140,18,40,110,530,180/55ZR17
ホンダ,CB1100RS,1140,18,40,110,530,180/55ZR17
ホンダ,CB1300 SUPER TOURING,1284,18,39,114,530,180/55ZR17
ホンダ,CB1300 SUPER TOURING Special Edition,1284,18,39,114,530,180/55ZR17
ホンダ,CBR1100XX,1137,17,44,110,530,180/55ZR17
ホンダ,CRF1100L Africa Twin DCT,1082,16,42,124,525,150/70R18
ホンダ,CRF1100L Africa Twin,1082,16,42,124,525,150/70R18
ホンダ,CRF1100L Africa Twin Adventure Sports ES s,1082,16,42,124,525,150/70R18
ホンダ,CRF1100L Africa Twin Adventure Sports ES DCT s,1082,16,42,124,525,150/70R18
ホンダ,CRF1100L Africa Twin s,1082,16,42,124,525,150/70R18
ホンダ,CRF1100L Africa Twin DCT s,1082,16,42,124,525,150/70R18
ホンダ,HAWK 11,1082,17,42,122,525,180/55ZR17
ホンダ,X11,1137,17,42,110,530,180/55ZR17
ホンダ,X4 Type LD,1284,18,41,122,530,190/60ZR17
ホンダ,X4,1284,18,41,122,530,190/60ZR17
